condition_name,agent_name,mean_reward,std_reward,ci95_reward,n_observations
high_congestion_zero_on_collision_baseline,EpsilonGreedyAgent_1,7893.3620103219355,1033.1795445454377,369.71855176696056,30
high_congestion_zero_on_collision_baseline,UCB_BaselineAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_baseline,RiskAverseEpsilonGreedyAgent_1,6045.174346971608,1157.0511921675825,414.0454515837741,30
high_congestion_zero_on_collision_baseline,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_baseline,RandomAgent_2,2056.025696324123,296.66277962531217,106.1594122970054,30
high_congestion_zero_on_collision_baseline,EpsilonGreedyAgent_2,7678.757072136715,1077.1361808139816,385.4482320413636,30
high_congestion_zero_on_collision_baseline,UCB_BaselineAgent_2,0.0,0.0,0.0,30
high_congestion_zero_on_collision_baseline,RiskAverseEpsilonGreedyAgent_2,6786.038923453563,1724.1757892591108,616.9883822825725,30
high_congestion_zero_on_collision_baseline,RiskAverseUCBAgent_2,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RandomAgent_1,1937.0871729440303,242.2134357446442,86.67496482560422,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,EpsilonGreedyAgent_1,6562.2801176281555,916.6334257054333,328.0130587584397,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseEpsilonGreedyAgent_1,4880.05777847633,878.5163349364379,314.37303300388123,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RandomAgent_2,1927.4517257982645,212.96593978684746,76.20888281167495,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,EpsilonGreedyAgent_2,6572.449107676517,700.1488645778641,250.54505347073825,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,UCB_BaselineAgent_2,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseEpsilonGreedyAgent_2,5085.728899271125,1020.6940888674729,365.2506888327997,30
high_congestion_zero_on_collision_cb_opaque_ratio06_halt3,RiskAverseUCBAgent_2,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,RandomAgent_1,1236.425787929194,330.0319794992428,118.10042711494765,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,EpsilonGreedyAgent_1,5623.18365318492,695.6840157737896,248.94732784558843,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,RiskAverseEpsilonGreedyAgent_1,3688.741959040189,1134.4027419217618,405.9408077502234,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,RandomAgent_2,1256.915064062106,332.3156502737697,118.91762820640176,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,EpsilonGreedyAgent_2,5852.658413930698,515.3236231756538,184.40619024801708,30
high_congestion_zero_on_collision_cb_transparent_ratio06_halt3,UCB_BaselineAgent_2,0.0,0.0,0.0,30
